id;client_id;card_brand;card_type;card_number;expires;cvv;has_chip;num_cards_issued;credit_limit;acct_open_date;year_pin_last_changed;card_on_dark_web
3807;1385;Mastercard;Debit;5,04557E+15;abr/24;43;YES;2;$39632;jul/07;2013;No
4955;1385;Mastercard;Debit (Prepaid);5,57072E+15;jan/20;437;YES;2;$44;out/01;2013;No
4344;1385;Visa;Debit;4,69009E+15;jan/21;125;YES;1;$48489;ago/10;2014;No
4190;1385;Visa;Debit;4,33883E+15;jan/08;529;YES;2;$32725;ago/06;2013;No
1256;1385;Visa;Debit;4,08309E+15;dez/22;259;YES;2;$36940;fev/10;2010;No
405;1125;Amex;Credit;3,94025E+14;set/20;465;YES;1;$23100;jan/20;2020;No
616;1125;Mastercard;Debit;5,53455E+15;dez/22;833;YES;1;$41040;jan/20;2020;No
4881;1125;Amex;Credit;3,31369E+14;dez/21;673;YES;2;$13200;set/15;2015;No
3601;1125;Visa;Debit;4,21896E+15;mai/21;909;YES;2;$29200;jun/15;2015;No
617;1952;Mastercard;Debit;5,13458E+15;out/22;955;YES;3;$13831;jan/20;2020;No
1647;1870;Mastercard;Credit;5,9367E+15;mar/24;2;NO;1;$18900;fev/20;2020;No
1914;1870;Visa;Debit;4,68053E+15;fev/20;619;YES;1;$39850;fev/20;2020;No
5984;1345;Visa;Credit;4,23792E+15;set/20;228;YES;1;$13900;dez/09;2011;No
2497;1345;Visa;Debit;4,23864E+15;dez/20;310;YES;2;$17470;abr/05;2008;No
2187;1345;Mastercard;Debit;5,40103E+15;set/21;636;YES;1;$2267;mar/08;2014;No
2234;1345;Visa;Debit;4,95798E+15;abr/14;976;YES;2;$4031;mar/09;2014;No
4208;1345;Mastercard;Debit;5,91843E+15;nov/23;600;YES;2;$21833;ago/07;2011;No
287;1345;Visa;Debit;4,98801E+15;mai/21;45;YES;2;$16857;jan/11;2017;No
5633;1345;Visa;Debit;4,55966E+15;mai/23;584;NO;1;$2518;nov/10;2010;No
3775;1345;Mastercard;Debit;5,13768E+15;mar/20;394;YES;2;$12863;jul/06;2010;No
3060;1695;Mastercard;Credit;5,06426E+15;jul/22;302;YES;2;$12700;mai/10;2015;No
114;1695;Visa;Debit;4,03869E+15;dez/21;770;YES;3;$2851;jan/06;2007;No
48;1695;Amex;Credit;3,3477E+14;jun/20;735;YES;2;$4100;jan/04;2004;No
274;1695;Mastercard;Debit;5,32237E+15;jan/16;702;YES;2;$20838;jan/11;2011;No
1648;1906;Mastercard;Debit;5,09222E+15;out/20;419;YES;2;$2721;fev/20;2020;No
2834;1985;Visa;Credit;4,00015E+15;jul/23;14;YES;1;$400;mai/02;2018;No
4781;1985;Mastercard;Debit;5,73304E+15;mar/20;72;YES;2;$416;set/10;2010;No
4085;1985;Mastercard;Debit;5,46166E+15;dez/24;595;YES;2;$625;ago/96;2014;No
1095;1604;Visa;Debit;4,63639E+15;set/22;597;YES;2;$20858;fev/06;2011;No
5653;1604;Mastercard;Credit;5,19669E+15;nov/11;626;YES;2;$11200;nov/11;2013;No
2950;1604;Visa;Credit;4,83183E+15;fev/23;528;YES;2;$8800;mai/07;2009;No
2207;1604;Visa;Debit;4,91696E+15;dez/24;919;YES;1;$10360;mar/08;2009;No
6077;1604;Visa;Debit;4,13536E+15;jul/13;903;YES;1;$11578;dez/12;2012;No
2188;1604;Mastercard;Debit;5,18714E+15;jul/20;264;YES;2;$13016;mar/08;2008;No
3185;1604;Visa;Debit;4,75692E+15;jul/21;915;YES;1;$13754;mai/16;2016;No
1649;1933;Mastercard;Debit (Prepaid);5,37351E+15;dez/21;114;YES;1;$91;fev/20;2020;No
1915;1933;Visa;Debit;4,14695E+15;fev/20;69;YES;2;$2094;fev/20;2020;No
2766;649;Visa;Debit;4,09469E+15;jul/20;376;YES;1;$14558;abr/16;2016;No
1376;649;Visa;Debit;4,97499E+15;mar/23;50;YES;2;$46342;fev/17;2017;No
3737;649;Mastercard;Credit;5,88042E+15;dez/23;504;YES;1;$17400;jul/05;2016;No
1223;649;Mastercard;Debit;5,15572E+15;jun/24;606;YES;2;$11401;fev/10;2016;No
251;649;Visa;Debit;4,82713E+15;mar/24;941;YES;1;$8280;jan/10;2010;No
2105;649;Discover;Credit;6,26738E+15;dez/12;640;YES;1;$0;mar/06;2008;No
4191;649;Visa;Debit (Prepaid);4,11162E+15;fev/07;918;YES;1;$72;ago/06;2011;No
4345;1486;Visa;Credit;4,83206E+15;jun/20;469;YES;1;$9600;ago/10;2011;No
1138;1744;Discover;Credit;6,09373E+15;nov/24;528;YES;2;$10000;fev/08;2011;No
4209;1744;Mastercard;Debit;5,84247E+15;mar/24;157;YES;1;$10025;ago/07;2010;No
133;1744;Mastercard;Debit;5,80269E+15;dez/22;808;YES;1;$9777;jan/07;2009;No
1650;1272;Mastercard;Debit;5,58907E+15;abr/21;771;YES;1;$8807;fev/20;2020;No
3776;400;Mastercard;Debit (Prepaid);5,19187E+15;jun/18;642;YES;1;$92;jul/06;2008;No
3852;400;Mastercard;Credit;5,61523E+15;mai/11;438;YES;1;$11400;jul/08;2014;No
3973;400;Mastercard;Debit;5,48416E+15;nov/11;950;YES;2;$16687;jul/11;2011;No
2507;400;Mastercard;Debit;5,22079E+15;mai/09;840;YES;2;$3974;abr/06;2011;No
5241;1994;Mastercard;Debit;5,94734E+15;set/16;43;YES;1;$23768;out/11;2011;No
3974;1994;Mastercard;Debit (Prepaid);5,97889E+15;ago/22;938;YES;1;$63;jul/11;2011;No
6032;1994;Visa;Credit;4,29051E+15;dez/23;197;YES;1;$21600;dez/10;2010;No
2349;572;Visa;Debit;4,2047E+15;mar/24;98;YES;1;$23157;mar/15;2015;No
1916;572;Visa;Debit (Prepaid);4,86765E+15;fev/20;504;YES;2;$54;fev/20;2020;No
2650;1442;Mastercard;Debit;5,371E+15;jun/21;122;YES;2;$11986;abr/10;2015;No
5814;1853;Mastercard;Credit;5,98761E+15;mai/22;619;YES;1;$12600;dez/04;2009;No
6043;1853;Mastercard;Debit;5,69376E+15;fev/21;876;YES;2;$4340;dez/11;2012;No
1034;1853;Mastercard;Debit;5,7224E+15;jan/24;357;NO;2;$8149;fev/04;2007;No
5654;556;Mastercard;Debit;5,45539E+15;jan/23;356;YES;1;$23688;nov/11;2011;No
2;556;Mastercard;Debit;5,88983E+15;set/21;422;YES;1;$19948;jan/95;2011;No
1917;1960;Visa;Debit (Prepaid);4,4241E+15;abr/21;325;NO;2;$69;fev/20;2020;No
4527;321;Visa;Credit;4,28459E+15;mai/05;664;YES;1;$9400;set/02;2006;No
293;321;Amex;Credit;3,24068E+14;ago/18;194;YES;1;$3300;jan/12;2012;No
35;321;Discover;Credit;6,70781E+15;mai/11;449;YES;2;$11100;jan/03;2004;No
5755;321;Mastercard;Debit;5,14295E+15;jan/24;376;YES;2;$23792;dez/98;2012;No
4364;483;Mastercard;Debit;5,11506E+15;set/20;594;YES;2;$13224;ago/11;2011;No
5369;483;Mastercard;Credit;5,11476E+15;dez/04;380;YES;1;$10700;nov/01;2009;No
2121;483;Mastercard;Credit;5,04057E+15;abr/24;96;YES;2;$13100;mar/06;2009;No
5219;404;Visa;Credit;4,16873E+15;jul/24;482;YES;1;$10900;out/10;2010;No
4346;1510;Visa;Credit;4,52905E+15;nov/13;294;YES;1;$6600;ago/10;2011;No
1257;1510;Visa;Credit;4,05161E+15;nov/11;795;YES;1;$11400;fev/10;2012;No
859;916;Visa;Debit;4,52124E+15;mar/23;320;YES;1;$15847;jan/20;2020;No
860;916;Visa;Debit;4,00866E+15;mai/20;196;YES;1;$13006;jan/20;2020;No
40;1635;Mastercard;Debit;5,48801E+15;out/08;697;YES;2;$5029;jan/03;2009;No
1309;1635;Visa;Credit;4,02929E+15;set/23;218;YES;2;$15000;fev/12;2012;No
6044;1635;Mastercard;Debit;5,26935E+15;fev/21;905;YES;2;$14348;dez/11;2011;No
115;1635;Visa;Debit;4,23704E+15;out/22;443;YES;2;$24876;jan/06;2009;No
618;1635;Mastercard;Debit;5,60439E+15;jun/24;406;YES;2;$13523;jan/20;2020;No
381;1635;Mastercard;Debit;5,68384E+15;abr/23;587;YES;1;$21434;jan/19;2019;No
2535;1384;Mastercard;Debit;5,27437E+15;mai/16;441;YES;1;$19206;abr/07;2011;No
5229;1384;Discover;Credit;6,64829E+15;mar/14;949;YES;2;$15000;out/11;2011;No
3723;1384;Visa;Debit;4,02539E+15;fev/20;473;YES;2;$24617;jul/04;2006;No
3171;943;Discover;Credit;6,209E+15;fev/23;640;YES;2;$6600;mai/16;2016;No
5351;1236;Mastercard;Debit;5,92999E+15;jan/24;459;YES;1;$4304;nov/97;2012;No
85;1236;Visa;Debit;4,38643E+15;mar/19;555;YES;2;$1269;jan/05;2013;No
5815;1236;Mastercard;Debit;5,10858E+15;jun/23;123;YES;1;$3458;dez/04;2013;No
4101;1236;Mastercard;Debit;5,44506E+15;set/22;337;NO;2;$6775;ago/01;2012;No
2369;1236;Visa;Credit;4,78813E+15;jan/21;710;YES;1;$8800;mar/17;2017;No
6142;1236;Mastercard;Debit;5,79176E+15;nov/24;196;YES;1;$12223;dez/19;2019;No
1918;969;Visa;Debit;4,72878E+15;dez/20;480;YES;2;$13478;fev/20;2020;No
619;969;Mastercard;Debit;5,93528E+15;nov/20;222;YES;1;$19578;jan/20;2020;No
861;969;Visa;Debit;4,54879E+15;abr/24;930;YES;2;$2944;jan/20;2020;No
1651;508;Mastercard;Debit;5,53501E+15;mar/23;63;YES;1;$20773;fev/20;2020;No
1652;508;Mastercard;Debit;5,35559E+15;jan/22;850;YES;2;$24203;fev/20;2020;No
620;508;Mastercard;Debit (Prepaid);5,0586E+15;jul/20;451;YES;2;$98;jan/20;2020;No
3428;496;Mastercard;Debit;5,43283E+15;nov/20;312;YES;2;$2727;jun/09;2014;No
4517;496;Amex;Credit;3,1757E+14;mar/23;740;YES;2;$6800;set/02;2002;No
3186;496;Visa;Debit;4,60266E+15;mar/19;673;YES;1;$22516;mai/16;2016;No
5806;496;Discover;Credit;6,39905E+15;dez/21;413;YES;2;$11500;dez/04;2009;No
5176;450;Visa;Debit;4,30288E+15;dez/21;79;NO;2;$15214;out/09;2010;No
862;450;Visa;Debit;4,41707E+15;dez/24;403;YES;2;$23687;jan/20;2020;No
4192;450;Visa;Debit;4,67202E+15;nov/21;314;YES;1;$18048;ago/06;2007;No
5634;1753;Visa;Debit;4,61327E+15;mar/20;131;YES;1;$25102;nov/10;2014;No
2987;304;Visa;Debit;4,35388E+15;jan/22;425;YES;2;$13773;mai/08;2008;No
4365;304;Mastercard;Debit;5,19959E+15;mai/21;864;YES;1;$12892;ago/11;2011;No
5667;839;Amex;Credit;3,59231E+14;mai/19;198;YES;2;$6600;nov/12;2012;No
3187;839;Visa;Debit;4,66136E+15;abr/24;259;YES;2;$25650;mai/16;2016;No
4725;839;Mastercard;Debit;5,99551E+15;jun/20;873;YES;2;$37192;set/09;2010;No
4608;138;Mastercard;Debit;5,24394E+15;abr/21;608;YES;1;$5779;set/06;2014;No
2820;138;Visa;Debit;4,03637E+15;ago/23;682;YES;1;$13325;mai/01;2011;No
5422;138;Amex;Credit;3,44072E+14;jan/23;346;YES;1;$4000;nov/05;2009;No
2807;138;Amex;Credit;3,23445E+14;fev/23;788;YES;1;$6900;mai/00;2012;No
4912;43;Mastercard;Debit;5,97147E+15;out/23;760;YES;1;$35702;set/17;2017;No
1416;43;Amex;Credit;3,32244E+14;ago/24;240;YES;1;$13200;fev/20;2020;No
5740;43;Visa;Credit;4,19099E+15;mar/20;326;YES;2;$21700;nov/18;2018;No
863;43;Visa;Credit;4,91954E+15;ago/20;561;NO;1;$13700;jan/20;2020;No
864;1187;Visa;Debit;4,35437E+15;out/20;188;YES;1;$24389;jan/20;2020;No
2385;1187;Mastercard;Debit (Prepaid);5,87466E+15;fev/20;293;YES;2;$74;mar/19;2019;No
91;1187;Amex;Credit;3,07297E+14;dez/20;918;YES;1;$12100;jan/06;2011;No
5121;849;Mastercard;Debit;5,85081E+15;nov/22;655;YES;1;$16640;out/08;2009;No
3477;849;Mastercard;Debit;5,31102E+15;set/13;133;YES;1;$14889;jun/10;2011;No
3823;849;Visa;Debit;4,94435E+15;jun/21;741;YES;1;$19080;jul/07;2010;No
3169;654;Visa;Credit;4,58999E+15;out/23;678;NO;2;$7600;mai/15;2015;No
5352;1898;Mastercard;Debit;5,62576E+15;mar/23;881;YES;2;$14525;nov/97;2014;No
1068;1898;Visa;Debit;4,04505E+15;fev/20;604;YES;1;$15636;fev/05;2014;No
5122;1898;Mastercard;Debit;5,75138E+15;ago/23;244;YES;2;$13296;out/08;2016;No
4543;1898;Visa;Credit;4,30723E+15;mar/23;672;NO;2;$10100;set/03;2011;No
2423;1898;Visa;Debit;4,63266E+15;set/24;732;NO;1;$36412;abr/01;2007;No
4566;1971;Visa;Debit;4,32825E+15;nov/23;853;YES;1;$4589;set/04;2012;No
3293;1971;Mastercard;Debit;5,67027E+15;fev/20;875;YES;1;$17474;jun/05;2015;No
406;1020;Amex;Credit;3,75948E+14;mai/24;928;YES;1;$12000;jan/20;2020;No
1417;1020;Amex;Credit;3,54491E+14;fev/20;772;YES;1;$16900;fev/20;2020;No
1224;1020;Mastercard;Debit;5,29525E+15;jul/23;117;YES;1;$26277;fev/10;2010;No
2728;1020;Mastercard;Debit;5,71634E+15;fev/20;231;YES;1;$26317;abr/14;2014;No
4062;22;Visa;Credit;4,56899E+15;jan/22;624;YES;2;$13600;jul/17;2017;No
1653;436;Mastercard;Debit;5,7293E+15;ago/24;288;NO;2;$21540;fev/20;2020;No
1342;1823;Mastercard;Debit;5,39535E+15;mar/20;34;YES;1;$37468;fev/14;2014;No
5177;1823;Visa;Debit;4,6862E+15;abr/21;292;NO;1;$27864;out/09;2012;No
3638;1823;Visa;Debit (Prepaid);4,55326E+15;fev/20;55;NO;1;$65;jun/18;2018;No
4048;1823;Visa;Debit;4,59724E+15;mar/20;389;YES;1;$31842;jul/16;2016;No
3244;1823;Visa;Credit;4,20625E+15;mar/20;545;YES;2;$14900;jun/02;2011;No
3201;1823;Visa;Credit;4,90757E+15;ago/24;170;YES;2;$12400;mai/18;2018;No
5242;589;Mastercard;Debit;5,84768E+15;dez/20;383;YES;2;$14094;out/11;2018;No
4497;589;Mastercard;Debit;5,0259E+15;jan/21;367;YES;1;$8962;set/99;2011;No
2277;49;Mastercard;Debit;5,74689E+15;fev/18;646;YES;1;$15510;mar/11;2011;No
3061;49;Mastercard;Debit;5,46315E+15;jun/24;13;YES;1;$20311;mai/10;2012;No
3955;49;Visa;Debit;4,65547E+15;set/23;303;YES;1;$13492;jul/10;2010;No
1654;1350;Mastercard;Debit;5,55708E+15;fev/22;77;YES;2;$10015;fev/20;2020;No
4257;1525;Mastercard;Debit (Prepaid);5,84276E+15;dez/23;478;YES;1;$77;ago/08;2009;No
1077;1525;Amex;Credit;3,16712E+14;mai/22;946;YES;1;$8200;fev/06;2016;No
3853;1525;Mastercard;Debit (Prepaid);5,09513E+15;out/19;88;YES;2;$50;jul/08;2008;No
4726;1525;Mastercard;Debit;5,5012E+15;set/10;847;YES;1;$297;set/09;2009;No
5493;69;Mastercard;Credit;5,54269E+15;dez/22;439;YES;1;$9300;nov/07;2014;No
2062;69;Mastercard;Debit;5,85973E+15;jun/23;348;YES;2;$24425;mar/04;2006;No
252;69;Visa;Credit;4,56584E+15;set/21;441;YES;2;$3900;jan/10;2010;No
2514;69;Visa;Debit;4,95225E+15;abr/20;398;YES;1;$21098;abr/06;2009;No
5253;69;Visa;Credit;4,55031E+15;jan/20;957;YES;1;$10800;out/11;2013;No
3294;69;Mastercard;Debit;5,70745E+15;jun/24;39;YES;2;$6817;jun/05;2016;No
62;234;Visa;Credit;4,65118E+15;fev/24;460;YES;1;$12600;jan/04;2011;No
5370;234;Mastercard;Debit (Prepaid);5,89678E+15;nov/10;903;NO;1;$42;nov/01;2004;No
5861;234;Mastercard;Credit;5,88888E+15;dez/09;88;YES;2;$6400;dez/06;2009;No
4799;234;Visa;Credit;4,61839E+15;jul/20;775;YES;1;$9800;set/10;2011;No
2052;234;Visa;Debit;4,08126E+15;jul/23;64;YES;1;$4750;mar/03;2011;No
5178;234;Visa;Debit;4,32138E+15;ago/21;682;NO;2;$6532;out/09;2009;No
2355;608;Mastercard;Debit;5,44627E+15;nov/22;233;YES;1;$1044;mar/16;2016;No
2278;608;Mastercard;Debit;5,52121E+15;set/18;672;YES;1;$746;mar/11;2011;No
1655;608;Mastercard;Debit (Prepaid);5,09854E+15;fev/20;816;YES;1;$61;fev/20;2020;No
5494;1064;Mastercard;Debit (Prepaid);5,79103E+15;out/08;655;YES;2;$58;nov/07;2015;No
4567;374;Visa;Debit;4,34011E+15;mai/22;710;YES;1;$18771;set/04;2009;No
5100;374;Visa;Debit;4,89235E+15;jan/23;219;YES;1;$17108;out/07;2007;No
1919;374;Visa;Debit;4,20271E+15;out/23;579;YES;1;$12446;fev/20;2020;No
3791;374;Visa;Credit;4,30076E+15;jan/21;406;YES;1;$8200;jul/06;2013;No
2569;374;Mastercard;Debit;5,16684E+15;mai/22;983;YES;2;$7081;abr/08;2010;No
1358;286;Mastercard;Debit;5,60117E+15;fev/24;29;YES;1;$23009;fev/15;2015;No
6092;286;Visa;Debit;4,65738E+15;nov/17;578;YES;2;$17973;dez/13;2013;No
4450;286;Mastercard;Debit;5,84369E+15;out/23;880;YES;1;$12254;ago/15;2015;No
4782;286;Mastercard;Debit;5,92823E+15;ago/22;212;YES;1;$20799;set/10;2010;No
2463;1419;Mastercard;Debit;5,80917E+15;mar/21;282;YES;2;$27320;abr/04;2008;No
4840;1435;Visa;Debit;4,37257E+15;set/23;83;YES;2;$34818;set/12;2012;No
2360;1435;Visa;Debit;4,78958E+15;out/20;216;YES;2;$38837;mar/16;2016;No
4294;1435;Mastercard;Credit;5,42716E+15;mar/24;304;YES;2;$23500;ago/09;2020;No
1343;1683;Mastercard;Debit;5,689E+15;jun/20;292;YES;1;$13014;fev/14;2014;No
5044;1683;Amex;Credit;3,14196E+14;mai/23;296;YES;2;$5500;out/06;2017;No
4697;1683;Visa;Debit;4,63594E+15;mar/20;691;YES;2;$5949;set/08;2008;No
4698;727;Visa;Credit;4,37993E+15;nov/23;210;YES;2;$10700;set/08;2010;No
3808;727;Mastercard;Debit;5,21569E+15;abr/22;134;YES;1;$12451;jul/07;2008;No
1920;727;Visa;Credit;4,75138E+15;abr/24;254;YES;2;$6700;fev/20;2020;No
4295;727;Mastercard;Debit;5,25257E+15;abr/18;920;YES;1;$19086;ago/09;2011;No
2665;727;Visa;Credit;4,11664E+15;mai/21;923;YES;2;$9700;abr/10;2016;No
5896;1150;Mastercard;Credit;5,97402E+15;set/08;886;YES;2;$17200;dez/07;2010;No
4672;1150;Mastercard;Debit;5,77038E+15;jun/15;832;YES;2;$29486;set/08;2008;No
1225;1150;Mastercard;Credit;5,58707E+15;abr/23;335;YES;2;$9700;fev/10;2011;No
4856;1150;Mastercard;Debit;5,7684E+15;jul/22;221;YES;2;$20111;set/13;2013;No
2551;1150;Visa;Credit;4,32044E+15;out/21;613;YES;1;$13200;abr/07;2014;No
4484;332;Visa;Debit;4,40015E+15;jul/20;57;YES;1;$29728;ago/19;2019;No
5816;332;Mastercard;Credit;5,5168E+15;out/24;160;NO;1;$7900;dez/04;2012;No
1198;332;Visa;Debit;4,67328E+15;jul/23;339;YES;2;$12106;fev/09;2009;No
253;332;Visa;Debit;4,68077E+15;jan/13;913;YES;1;$7452;jan/10;2018;No
1656;487;Mastercard;Debit;5,45937E+15;jul/21;582;YES;1;$28281;fev/20;2020;No
2835;487;Visa;Credit;4,21757E+15;nov/13;636;YES;2;$11400;mai/02;2014;No
2024;487;Mastercard;Debit;5,51465E+15;ago/24;70;YES;1;$28790;mar/01;2009;No
2007;735;Visa;Credit;4,91456E+15;mar/10;700;YES;1;$15700;mar/97;2013;No
5431;735;Mastercard;Debit;5,43686E+15;set/23;303;YES;1;$34075;nov/05;2008;No
4651;735;Visa;Credit;4,98698E+15;abr/12;992;YES;2;$18600;set/07;2008;No
1335;137;Amex;Credit;3,15776E+14;mai/24;574;YES;2;$9700;fev/14;2014;No
5442;137;Visa;Debit;4,5787E+15;set/22;433;YES;2;$13352;nov/05;2012;No
6114;137;Visa;Debit;4,16808E+15;mar/24;528;YES;1;$28179;dez/15;2015;No
5897;570;Mastercard;Debit;5,40744E+15;jan/24;334;YES;1;$19132;dez/07;2014;No
4063;1121;Visa;Debit;4,94814E+15;out/19;49;YES;1;$31535;jul/17;2017;No
1372;1121;Mastercard;Debit;5,62999E+15;jan/18;537;YES;1;$51951;fev/17;2017;No
5511;1121;Visa;Credit;4,32392E+15;set/20;171;YES;1;$23400;nov/07;2008;No
5817;1121;Mastercard;Debit;5,00227E+15;ago/20;143;YES;2;$4130;dez/04;2015;No
3777;1121;Mastercard;Credit;5,4584E+15;out/11;347;YES;1;$11500;jul/06;2010;No
4920;860;Visa;Credit;4,64273E+15;set/20;661;YES;2;$22100;set/18;2018;No
5412;860;Mastercard;Debit;5,51176E+15;nov/10;644;YES;1;$34722;nov/04;2010;No
3534;860;Visa;Debit;4,69529E+15;dez/11;601;YES;1;$21885;jun/11;2011;No
5782;860;Mastercard;Debit;5,50558E+15;jul/20;828;YES;2;$39870;dez/02;2003;No
5733;518;Visa;Credit;4,46455E+15;jul/21;2;YES;2;$5900;nov/17;2017;No
3429;1203;Mastercard;Debit (Prepaid);5,64068E+15;mar/23;57;YES;2;$70;jun/09;2009;No
2302;944;Mastercard;Debit;5,86396E+15;mar/23;881;YES;2;$66930;mar/12;2012;No
372;944;Mastercard;Debit;5,79552E+15;mai/20;134;YES;2;$72274;jan/18;2018;No
2828;944;Mastercard;Debit;5,04314E+15;set/20;288;YES;2;$130971;mai/02;2010;No
1921;944;Visa;Debit;4,31397E+15;nov/24;601;YES;1;$52717;fev/20;2020;No
3500;944;Visa;Credit;4,58242E+15;dez/21;935;NO;1;$25500;jun/10;2012;No
5550;944;Visa;Debit;4,0815E+15;out/17;60;YES;2;$42541;nov/08;2012;No
1657;388;Mastercard;Debit;5,68322E+15;abr/22;563;NO;1;$5456;fev/20;2020;No
5692;388;Visa;Debit;4,18375E+15;abr/14;371;NO;1;$12606;nov/13;2013;No
3975;741;Mastercard;Debit;5,76192E+15;ago/20;174;YES;2;$20174;jul/11;2011;No
6007;1737;Mastercard;Debit;5,40667E+15;jan/23;826;YES;1;$20090;dez/10;2011;No
1096;1737;Visa;Debit;4,84035E+15;mar/21;40;YES;1;$11906;fev/06;2009;No
3618;1737;Mastercard;Debit;5,96772E+15;jan/22;556;YES;1;$27888;jun/17;2017;No
5756;1737;Mastercard;Debit;5,37102E+15;abr/24;192;YES;1;$24132;dez/98;2008;No
3319;1709;Mastercard;Debit;5,10933E+15;dez/23;947;YES;2;$13461;jun/06;2010;No
5478;1018;Amex;Credit;3,02982E+14;ago/09;303;NO;1;$9900;nov/07;2009;No
2393;1018;Mastercard;Debit;5,67502E+15;nov/09;920;YES;2;$4252;abr/94;2019;No
3022;1018;Visa;Credit;4,29941E+15;dez/20;725;YES;2;$9800;mai/09;2011;No
4077;1018;Mastercard;Debit;5,60519E+15;jul/19;357;YES;2;$16732;jul/19;2019;No
1922;1018;Visa;Debit;4,56489E+15;jan/23;17;YES;1;$13609;fev/20;2020;No
5970;1018;Mastercard;Debit;5,56561E+15;mai/13;576;YES;2;$17804;dez/09;2009;No
3911;275;Visa;Credit;4,34837E+15;mai/23;727;YES;2;$6200;jul/09;2010;No
63;275;Visa;Debit;4,65121E+15;abr/23;125;YES;1;$30891;jan/04;2011;No
2769;275;Mastercard;Debit;5,34856E+15;jan/24;732;YES;1;$31873;abr/17;2017;No
3036;275;Amex;Credit;3,25343E+14;jul/24;179;YES;2;$15600;mai/10;2019;No
3893;1367;Mastercard;Debit (Prepaid);5,00844E+15;dez/22;26;YES;1;$110;jul/09;2012;No
2053;1367;Visa;Debit;4,42229E+15;mai/24;81;YES;2;$17405;mar/03;2003;No
865;1367;Visa;Debit (Prepaid);4,24962E+15;dez/22;435;YES;2;$58;jan/20;2020;No
4643;1367;Mastercard;Credit;5,55692E+15;out/11;777;YES;1;$9200;set/07;2007;No
1923;1965;Visa;Credit;4,09216E+15;fev/20;223;YES;2;$11200;fev/20;2020;No
4917;284;Mastercard;Debit;5,1319E+15;dez/18;352;YES;1;$23206;set/18;2018;No
4347;284;Visa;Debit;4,77918E+15;abr/20;0;YES;2;$35684;ago/10;2012;No
5726;284;Mastercard;Debit (Prepaid);5,79292E+15;nov/16;384;NO;1;$76;nov/16;2016;No
86;284;Visa;Debit;4,52954E+15;jul/23;124;YES;2;$18270;jan/05;2011;No
2931;79;Mastercard;Debit;5,14242E+15;dez/20;69;YES;2;$6588;mai/07;2011;No
2671;79;Amex;Credit;3,52314E+14;mar/21;46;YES;2;$12200;abr/11;2011;No
1924;79;Visa;Debit;4,63638E+15;set/22;747;YES;1;$23083;fev/20;2020;No
5569;79;Mastercard;Debit;5,92379E+15;fev/22;585;YES;1;$21497;nov/09;2009;No
3320;1515;Mastercard;Debit (Prepaid);5,82379E+15;fev/21;850;YES;3;$29;jun/06;2012;No
5199;1515;Mastercard;Debit;5,30023E+15;jul/22;711;YES;2;$20165;out/10;2012;No
5557;1515;Discover;Credit;6,23735E+15;mai/22;959;YES;2;$16300;nov/09;2011;No
5558;1515;Discover;Credit;6,375E+15;mar/20;743;YES;1;$11100;nov/09;2010;No
2336;1515;Visa;Credit;4,78095E+15;ago/23;540;YES;2;$7700;mar/14;2014;No
3712;1934;Mastercard;Credit;5,15007E+15;jan/23;263;YES;2;$6000;jul/04;2010;No
1658;9;Mastercard;Debit;5,56435E+15;abr/23;547;YES;1;$2049;fev/20;2020;No
1418;9;Amex;Credit;3,26339E+14;dez/22;719;NO;1;$7600;fev/20;2020;No
621;9;Mastercard;Debit;5,17212E+15;jan/24;934;YES;1;$14670;jan/20;2020;No
4431;1964;Mastercard;Credit;5,12473E+15;jan/17;871;YES;2;$11600;ago/14;2014;No
2752;1964;Visa;Debit;4,06645E+15;abr/16;9;YES;1;$14960;abr/15;2015;No
2508;1964;Mastercard;Credit;5,53455E+15;set/21;779;YES;2;$9600;abr/06;2015;No
5898;1964;Mastercard;Debit;5,31653E+15;out/20;61;YES;2;$17367;dez/07;2007;No
3321;982;Mastercard;Debit;5,80991E+15;abr/13;820;YES;1;$21358;jun/06;2010;No
3824;982;Visa;Credit;4,35483E+15;set/22;729;YES;1;$16900;jul/07;2010;No
3713;982;Mastercard;Credit;5,97426E+15;set/22;587;YES;2;$8500;jul/04;2009;No
4699;982;Visa;Debit;4,79378E+15;abr/13;996;YES;1;$28431;set/08;2008;No
1148;1676;Mastercard;Debit;5,57188E+15;jul/20;838;YES;2;$77;fev/08;2016;No
134;1676;Mastercard;Debit;5,82829E+15;ago/24;192;YES;1;$17360;jan/07;2010;No
5158;1676;Mastercard;Debit;5,48067E+15;set/21;129;YES;2;$4055;out/09;2017;No
1020;1519;Mastercard;Debit;5,05244E+15;set/23;144;YES;2;$14216;fev/03;2010;No
2452;1519;Visa;Debit;4,00966E+15;dez/23;357;NO;2;$19037;abr/03;2011;No
4210;1519;Mastercard;Debit;5,19533E+15;jan/20;148;YES;1;$16028;ago/07;2011;No
2476;1519;Discover;Credit;6,10649E+15;ago/10;762;YES;1;$14200;abr/05;2011;No
4626;1098;Visa;Debit;4,58782E+15;jul/23;49;YES;1;$12640;set/06;2009;No
2253;1098;Mastercard;Debit;5,54746E+15;fev/20;116;YES;2;$16868;mar/10;2010;No
1320;1098;Mastercard;Debit;5,74059E+15;nov/22;40;YES;1;$11121;fev/13;2013;No
